File '/libfido2/src/aes256.c':
Name                         Regions    Miss   Cover     Lines    Miss   Cover
cbor_decode_uint64                           5       0 100.00%         8       0 100.00%
cbor_decode_cred_id                         12       0 100.00%         9       0 100.00%
cbor_decode_user                            12       0 100.00%         9       0 100.00%
cbor_decode_rp_entity                       12       0 100.00%         9       0 100.00%
cbor_decode_bool                            14       0 100.00%        11       0 100.00%
cbor_build_uint                             13       1  92.31%         9       1  88.89%
cbor_array_append                           24       0 100.00%        21       0 100.00%
cbor_array_drop                             21       0 100.00%        17       0 100.00%
cbor.c:ctap_check_cbor                      28       0 100.00%        26       0 100.00%
cbor.c:check_key_type                        8       0 100.00%         7       0 100.00%
cbor.c:cbor_add_arg                         15       0 100.00%        21       0 100.00%
cbor.c:cbor_add_uint8                       17       0 100.00%        21       0 100.00%
cbor.c:cbor_encode_largeblob_key_ext         8       0 100.00%         6       0 100.00%
cbor.c:cbor_encode_hmac_secret_param        81       4  95.06%        66       8  87.88%
cbor.c:get_cose_alg                         50       0 100.00%        45       0 100.00%
cbor.c:find_cose_alg                        51       0 100.00%        33       0 100.00%
cbor.c:decode_attobj                        24       0 100.00%        37       0 100.00%
cbor.c:decode_attcred                       30       0 100.00%        44       0 100.00%
cbor.c:decode_cred_extensions               21       0 100.00%        24       0 100.00%
cbor.c:decode_cred_extension                48       0 100.00%        45       0 100.00%
cbor.c:decode_assert_extensions             21       0 100.00%        23       0 100.00%
cbor.c:decode_assert_extension              20       0 100.00%        27       0 100.00%
cbor.c:decode_attstmt_entry                 56       0 100.00%        49       0 100.00%
cbor.c:decode_x5c_array                     12       1  91.67%        12       3  75.00%
cbor.c:decode_x5c                           14       1  92.86%        22       3  86.36%
cbor.c:decode_cred_id_entry                 11       0 100.00%        19       0 100.00%
cbor.c:decode_user_entry                    26       0 100.00%        35       0 100.00%
cbor.c:decode_rp_entity_entry               16       0 100.00%        25       0 100.00%
----------------------------------------------------------------------------------------
TOTAL                                     1402      16  98.86%      1328      34  97.44%

File '/libfido2/src/compress.c':
Name                                   Regions    Miss   Cover     Lines    Miss   Cover
----------------------------------------------------------------------------------------
fido_compress                                1       0 100.00%         3       0 100.00%
fido_uncompress                              6       0 100.00%         5       0 100.00%
compress.c:rfc1951_deflate                  42       4  90.48%        47       6  87.23%
compress.c:rfc1950_inflate                  42       2  95.24%        22       4  81.82%
compress.c:rfc1951_inflate                  49       8  83.67%        45      14  68.89%
----------------------------------------------------------------------------------------
TOTAL                                      140      14  90.00%       122      24  80.33%

File '/libfido2/src/config.c':
Name                                    Regions    Miss   Cover     Lines    Miss   Cover
-----------------------------------------------------------------------------------------
fido_dev_enable_entattest                     1       0 100.00%         4       0 100.00%
fido_dev_toggle_always_uv                     1       0 100.00%         4       0 100.00%
fido_dev_set_pin_minlen                       3       0 100.00%         4       0 100.00%
fido_dev_force_pin_change                     3       0 100.00%         4       0 100.00%
fido_dev_set_pin_minlen_rpid                  7       0 100.00%        15       0 100.00%
config.c:config_enable_entattest_wait         7       0 100.00%         7       0 100.00%
config.c:config_tx                           46       0 100.00%        49       0 100.00%
config.c:config_prepare_hmac                 12       0 100.00%        21       0 100.00%
config.c:config_toggle_always_uv_wait         7       0 100.00%         7       0 100.00%
config.c:config_pin_minlen                    5       0 100.00%         7       0 100.00%
config.c:config_pin_minlen_tx                45       0 100.00%        32       0 100.00%
-----------------------------------------------------------------------------------------
TOTAL                                       137       0 100.00%       154       0 100.00%

File '/libfido2/src/cred.c':
Name                                    Regions    Miss   Cover     Lines    Miss   Cover
-----------------------------------------------------------------------------------------
fido_dev_make_cred                           15       0 100.00%        10       0 100.00%
fido_check_rp_id                              5       0 100.00%        10       0 100.00%
fido_cred_verify                             72       0 100.00%        75       0 100.00%
fido_cred_verify_self                        73       4  94.52%        87       7  91.95%
fido_cred_new                                 1       0 100.00%         3       0 100.00%
fido_cred_reset_tx                            1       0 100.00%        19       0 100.00%
fido_cred_reset_rx                            2       0 100.00%         4       0 100.00%
fido_cred_free                               10       0 100.00%         8       0 100.00%
fido_cred_set_authdata                       28       0 100.00%        28       0 100.00%
fido_cred_set_authdata_raw                   30       0 100.00%        29       0 100.00%
fido_cred_set_id                              6       0 100.00%         5       0 100.00%
fido_cred_set_x509                           18       2  88.89%        21       3  85.71%
fido_cred_set_sig                             6       0 100.00%         5       0 100.00%
fido_cred_set_attstmt                        25       0 100.00%        23       0 100.00%
fido_cred_set_attobj                         22       0 100.00%        21       0 100.00%
fido_cred_exclude                            17       2  88.24%        19       3  84.21%
fido_cred_empty_exclude_list                  2       0 100.00%         5       0 100.00%
fido_cred_set_clientdata                     12      12   0.00%        11      11   0.00%
fido_cred_set_clientdata_hash                 8       0 100.00%         6       0 100.00%
fido_cred_set_rp                             30       0 100.00%        22       0 100.00%
fido_cred_set_user                           55       0 100.00%        41       0 100.00%
fido_cred_set_extensions                     16       0 100.00%        10       0 100.00%
fido_cred_set_options                         8       8   0.00%         5       5   0.00%
fido_cred_set_rk                              2       0 100.00%         4       0 100.00%
fido_cred_set_uv                              2       0 100.00%         4       0 100.00%
fido_cred_set_entattest                      13       0 100.00%         7       0 100.00%
fido_cred_set_prot                           21       0 100.00%        14       0 100.00%
fido_cred_set_pin_minlen                      7       0 100.00%         8       0 100.00%
fido_cred_set_blob                           15       0 100.00%         8       0 100.00%
fido_cred_set_fmt                            23       4  82.61%        12       2  83.33%
fido_cred_set_type                           23       2  91.30%         9       1  88.89%
fido_cred_type                                1       0 100.00%         3       0 100.00%
fido_cred_flags                               1       0 100.00%         3       0 100.00%
fido_cred_sigcount                            1       0 100.00%         3       0 100.00%
fido_cred_clientdata_hash_ptr                 1       0 100.00%         3       0 100.00%
fido_cred_clientdata_hash_len                 1       0 100.00%         3       0 100.00%
fido_cred_x5c_ptr                             1       0 100.00%         3       0 100.00%
fido_cred_x5c_len                             1       0 100.00%         3       0 100.00%
fido_cred_x5c_list_count                      1       0 100.00%         3       0 100.00%
fido_cred_x5c_list_ptr                        5       0 100.00%         5       0 100.00%
fido_cred_x5c_list_len                        4       0 100.00%         5       0 100.00%
fido_cred_sig_ptr                             1       0 100.00%         3       0 100.00%
fido_cred_sig_len                             1       0 100.00%         3       0 100.00%
fido_cred_authdata_ptr                        1       0 100.00%         3       0 100.00%
fido_cred_authdata_len                        1       0 100.00%         3       0 100.00%
fido_cred_authdata_raw_ptr                    1       0 100.00%         3       0 100.00%
fido_cred_authdata_raw_len                    1       0 100.00%         3       0 100.00%
fido_cred_attstmt_ptr                         1       0 100.00%         3       0 100.00%
fido_cred_attstmt_len                         1       0 100.00%         3       0 100.00%
fido_cred_pubkey_ptr                         12       0 100.00%        21       0 100.00%
fido_cred_pubkey_len                         11       0 100.00%        21       0 100.00%
fido_cred_id_ptr                              1       0 100.00%         3       0 100.00%
fido_cred_id_len                              1       0 100.00%         3       0 100.00%
fido_cred_aaguid_ptr                          1       0 100.00%         3       0 100.00%
fido_cred_aaguid_len                          1       0 100.00%         3       0 100.00%
fido_cred_prot                                1       0 100.00%         3       0 100.00%
fido_cred_pin_minlen                          1       0 100.00%         3       0 100.00%
fido_cred_fmt                                 1       0 100.00%         3       0 100.00%
fido_cred_rp_id                               1       0 100.00%         3       0 100.00%
fido_cred_rp_name                             1       0 100.00%         3       0 100.00%
fido_cred_user_name                           1       0 100.00%         3       0 100.00%
fido_cred_display_name                        1       0 100.00%         3       0 100.00%
fido_cred_user_id_ptr                         1       0 100.00%         3       0 100.00%
fido_cred_user_id_len                         1       0 100.00%         3       0 100.00%
fido_cred_largeblob_key_ptr                   1       0 100.00%         3       0 100.00%
fido_cred_largeblob_key_len                   1       0 100.00%         3       0 100.00%
fido_cred_entattest                           1       0 100.00%         3       0 100.00%
cred.c:fido_dev_make_cred_wait               10       0 100.00%         7       0 100.00%
cred.c:fido_dev_make_cred_tx                 87       0 100.00%        77       0 100.00%
cred.c:fido_dev_make_cred_rx                 32       0 100.00%        32       0 100.00%
cred.c:parse_makecred_reply                  17       0 100.00%        29       0 100.00%
cred.c:check_extensions                       2       0 100.00%         6       0 100.00%
cred.c:get_signed_hash_u2f                   38       0 100.00%        27       0 100.00%
cred.c:verify_attstmt                        38       3  92.11%        48      10  79.17%
cred.c:fido_cred_clean_attobj                 2       0 100.00%         5       0 100.00%
cred.c:fido_cred_clean_authdata               1       0 100.00%         8       0 100.00%
cred.c:fido_cred_clean_attstmt                1       0 100.00%         8       0 100.00%
-----------------------------------------------------------------------------------------
TOTAL                                       860      37  95.70%       928      42  95.47%

File '/libfido2/src/credman.c':
Name                                    Regions    Miss   Cover     Lines    Miss   Cover
-----------------------------------------------------------------------------------------
fido_credman_get_dev_metadata                 1       0 100.00%         4       0 100.00%
fido_credman_get_dev_rk                       1       0 100.00%         4       0 100.00%
fido_credman_del_dev_rk                       1       0 100.00%         4       0 100.00%
fido_credman_get_dev_rp                       1       0 100.00%         4       0 100.00%
fido_credman_set_dev_rk                       1       0 100.00%         4       0 100.00%
fido_credman_rk_new                           1       0 100.00%         3       0 100.00%
fido_credman_rk_free                         10       1  90.00%         7       1  85.71%
fido_credman_rk_count                         1       0 100.00%         3       0 100.00%
fido_credman_rk                               5       0 100.00%         5       0 100.00%
fido_credman_metadata_new                     1       0 100.00%         3       0 100.00%
fido_credman_metadata_free                   10       1  90.00%         6       1  83.33%
fido_credman_rk_existing                      1       0 100.00%         3       0 100.00%
fido_credman_rk_remaining                     1       0 100.00%         3       0 100.00%
fido_credman_rp_new                           1       0 100.00%         3       0 100.00%
fido_credman_rp_free                         10       1  90.00%         7       1  85.71%
fido_credman_rp_count                         1       0 100.00%         3       0 100.00%
fido_credman_rp_id                            5       0 100.00%         5       0 100.00%
fido_credman_rp_name                          5       0 100.00%         5       0 100.00%
fido_credman_rp_id_hash_len                   4       0 100.00%         5       0 100.00%
fido_credman_rp_id_hash_ptr                   5       0 100.00%         5       0 100.00%
credman.c:credman_get_metadata_wait          13       0 100.00%         8       0 100.00%
credman.c:credman_tx                         41       0 100.00%        50       0 100.00%
credman.c:credman_get_cmd                     7       0 100.00%         5       0 100.00%
credman.c:credman_prepare_hmac               38       1  97.37%        50       2  96.00%
credman.c:credman_rx_metadata                20       0 100.00%        24       0 100.00%
credman.c:credman_parse_metadata             11       0 100.00%        17       0 100.00%
credman.c:credman_get_rk_wait                30       0 100.00%        23       0 100.00%
credman.c:credman_rx_rk                      28       0 100.00%        35       0 100.00%
credman.c:credman_parse_rk_count             20       0 100.00%        20       0 100.00%
credman.c:credman_grow_array                 19       2  89.47%        21       5  76.19%
credman.c:credman_parse_rk                   27       0 100.00%        31       0 100.00%
credman.c:credman_rx_next_rk                 24       2  91.67%        29       5  82.76%
credman.c:credman_del_rk_wait                17       0 100.00%        15       0 100.00%
credman.c:credman_get_rp_wait                28       0 100.00%        15       0 100.00%
credman.c:credman_rx_rp                      28       0 100.00%        35       0 100.00%
credman.c:credman_parse_rp_count             20       0 100.00%        20       0 100.00%
credman.c:credman_parse_rp                   11       0 100.00%        17       0 100.00%
credman.c:credman_rx_next_rp                 24       2  91.67%        29       5  82.76%
credman.c:credman_set_dev_rk_wait            12       0 100.00%         8       0 100.00%
credman.c:credman_reset_rk                    5       0 100.00%         8       0 100.00%
credman.c:credman_reset_rp                    7       0 100.00%        11       0 100.00%
-----------------------------------------------------------------------------------------
TOTAL                                       496      10  97.98%       557      20  96.41%

File '/libfido2/src/dev.c':
Name                                    Regions    Miss   Cover     Lines    Miss   Cover
-----------------------------------------------------------------------------------------
fido_dev_info_manifest                        2       0 100.00%        11       0 100.00%
fido_dev_open_with_info                       6       6   0.00%         6       6   0.00%
fido_dev_open                                13       4  69.23%        16       6  62.50%
fido_dev_close                               13       2  84.62%         8       1  87.50%
fido_dev_set_sigmask                         23      23   0.00%        11      11   0.00%
fido_dev_cancel                              13       0 100.00%         8       0 100.00%
fido_dev_set_io_functions                    29       4  86.21%        14       6  57.14%
fido_dev_set_transport_functions              8       2  75.00%         9       3  66.67%
fido_dev_io_handle                            1       1   0.00%         3       3   0.00%
fido_init                                     9       2  77.78%         5       0 100.00%
fido_dev_new                                  7       0 100.00%        14       0 100.00%
fido_dev_new_with_info                       18      18   0.00%        16      16   0.00%
fido_dev_free                                10       0 100.00%         7       0 100.00%
fido_dev_protocol                             1       0 100.00%         3       0 100.00%
fido_dev_major                                1       0 100.00%         3       0 100.00%
fido_dev_minor                                1       0 100.00%         3       0 100.00%
fido_dev_build                                1       0 100.00%         3       0 100.00%
fido_dev_flags                                1       0 100.00%         3       0 100.00%
fido_dev_is_fido2                             2       0 100.00%         3       0 100.00%
fido_dev_is_winhello                          2       2   0.00%         3       3   0.00%
fido_dev_supports_pin                         3       0 100.00%         3       0 100.00%
fido_dev_has_pin                              2       0 100.00%         3       0 100.00%
fido_dev_supports_cred_prot                   2       0 100.00%         3       0 100.00%
fido_dev_supports_credman                     3       0 100.00%         3       0 100.00%
fido_dev_supports_uv                          3       0 100.00%         3       0 100.00%
fido_dev_has_uv                               2       0 100.00%         3       0 100.00%
fido_dev_supports_permissions                 2       0 100.00%         3       0 100.00%
fido_dev_force_u2f                            2       0 100.00%         4       0 100.00%
fido_dev_force_fido2                          2       2   0.00%         3       3   0.00%
fido_dev_get_pin_protocol                    11       0 100.00%         7       0 100.00%
fido_dev_maxmsgsize                           1       0 100.00%         3       0 100.00%
fido_dev_set_timeout                          6       2  66.67%         6       1  83.33%
dev.c:run_manifest                           10       0 100.00%        13       0 100.00%
dev.c:fido_dev_open_wait                     10       0 100.00%         7       0 100.00%
dev.c:fido_dev_open_tx                       62      11  82.26%        56      20  64.29%
dev.c:set_random_report_len                  11       0 100.00%         6       0 100.00%
dev.c:fido_dev_open_rx                       40       1  97.50%        53       1  98.11%
dev.c:fido_dev_set_flags                      1       0 100.00%         5       0 100.00%
dev.c:fido_dev_set_extension_flags            7       0 100.00%         7       0 100.00%
dev.c:fido_dev_set_option_flags              42       0 100.00%        25       0 100.00%
dev.c:fido_dev_set_protocol_flags            11       0 100.00%        17       0 100.00%
-----------------------------------------------------------------------------------------
TOTAL                                       394      80  79.70%       382      80  79.06%

File '/libfido2/src/ecdh.c':
Name                                    Regions    Miss   Cover     Lines    Miss   Cover
-----------------------------------------------------------------------------------------
fido_do_ecdh                                 38       0 100.00%        36       0 100.00%
ecdh.c:do_ecdh                               57       0 100.00%        44       0 100.00%
ecdh.c:kdf                                   26       1  96.15%        28       2  92.86%
ecdh.c:hkdf_sha256                           48       1  97.92%        38       3  92.11%
-----------------------------------------------------------------------------------------
TOTAL                                       169       2  98.82%       146       5  96.58%

File '/libfido2/src/eddsa.c':
Name                                    Regions    Miss   Cover     Lines    Miss   Cover
-----------------------------------------------------------------------------------------
eddsa_pk_decode                              12       0 100.00%         9       0 100.00%
eddsa_pk_new                                  1       0 100.00%         3       0 100.00%
eddsa_pk_free                                10       0 100.00%         6       0 100.00%
eddsa_pk_from_ptr                            11       0 100.00%        12       0 100.00%
eddsa_pk_to_EVP_PKEY                          8       0 100.00%         7       0 100.00%
eddsa_pk_from_EVP_PKEY                       22       2  90.91%        12       1  91.67%
eddsa_verify_sig                             30       2  93.33%        30       6  80.00%
eddsa_pk_verify_sig                           9       1  88.89%        13       2  84.62%
eddsa.c:decode_pubkey_point                  10       0 100.00%        11       0 100.00%
eddsa.c:decode_coord                         12       0 100.00%        10       0 100.00%
-----------------------------------------------------------------------------------------
TOTAL                                       125       5  96.00%       113       9  92.04%

File '/libfido2/src/err.c':
Name                                    Regions    Miss   Cover     Lines    Miss   Cover
-----------------------------------------------------------------------------------------
fido_strerr                                 122      10  91.80%       126      10  92.06%
-----------------------------------------------------------------------------------------
TOTAL                                       122      10  91.80%       126      10  92.06%

File '/libfido2/src/es256.c':
Name                                    Regions    Miss   Cover     Lines    Miss   Cover
-----------------------------------------------------------------------------------------
